ENSRNA049474928	ENSRNA049474928	Gene Expression
ENSRNA049474970	ENSRNA049474970	Gene Expression
ENSRNA049475012	ENSRNA049475012	Gene Expression
ENSRNA049475035	ENSRNA049475035	Gene Expression
ENSRNA049475041	ENSRNA049475041	Gene Expression
ENSRNA049475051	ENSRNA049475051	Gene Expression
ENSRNA049475060	ENSRNA049475060	Gene Expression
ENSRNA049475065	ENSRNA049475065	Gene Expression
ENSRNA049475072	ENSRNA049475072	Gene Expression
ENSRNA049475088	ENSRNA049475088	Gene Expression
ENSRNA049475169	ENSRNA049475169	Gene Expression
ENSRNA049475188	ENSRNA049475188	Gene Expression
ENSRNA049475196	ENSRNA049475196	Gene Expression
ENSRNA049475204	ENSRNA049475204	Gene Expression
ENSRNA049475210	ENSRNA049475210	Gene Expression
ENSRNA049475215	ENSRNA049475215	Gene Expression
ENSRNA049475220	ENSRNA049475220	Gene Expression
ENSRNA049475361	ENSRNA049475361	Gene Expression
ENSRNA049475403	ENSRNA049475403	Gene Expression
ENSRNA049475433	ENSRNA049475433	Gene Expression
ENSRNA049475440	ENSRNA049475440	Gene Expression
ENSRNA049475447	ENSRNA049475447	Gene Expression
ENSRNA049475469	ENSRNA049475469	Gene Expression
ENSRNA049475500	ENSRNA049475500	Gene Expression
ENSRNA049475592	ENSRNA049475592	Gene Expression
ENSRNA049475677	ENSRNA049475677	Gene Expression
ENSRNA049475689	ENSRNA049475689	Gene Expression
ENSRNA049475701	ENSRNA049475701	Gene Expression
ENSRNA049475720	ENSRNA049475720	Gene Expression
ENSRNA049475757	ENSRNA049475757	Gene Expression
ENSRNA049475834	ENSRNA049475834	Gene Expression
ENSRNA049475862	ENSRNA049475862	Gene Expression
ENSRNA049475919	ENSRNA049475919	Gene Expression
ENSRNA049475930	ENSRNA049475930	Gene Expression
ENSRNA049475944	ENSRNA049475944	Gene Expression
ENSRNA049475950	ENSRNA049475950	Gene Expression
ENSRNA049475964	ENSRNA049475964	Gene Expression
ENSRNA049475971	ENSRNA049475971	Gene Expression
ENSRNA049476067	ENSRNA049476067	Gene Expression
ENSRNA049476201	ENSRNA049476201	Gene Expression
ENSRNA049476209	ENSRNA049476209	Gene Expression
ENSRNA049476289	ENSRNA049476289	Gene Expression
ENSRNA049476307	ENSRNA049476307	Gene Expression
ENSRNA049476316	ENSRNA049476316	Gene Expression
ENSRNA049476319	ENSRNA049476319	Gene Expression
ENSRNA049476335	ENSRNA049476335	Gene Expression
ENSRNA049476352	ENSRNA049476352	Gene Expression
ENSRNA049476404	ENSRNA049476404	Gene Expression
ENSRNA049476411	ENSRNA049476411	Gene Expression
ENSRNA049476535	ENSRNA049476535	Gene Expression
ENSRNA049911403	ENSRNA049911403	Gene Expression
ENSRNA049911413	ENSRNA049911413	Gene Expression
ENSRNA050013661	ENSRNA050013661	Gene Expression
ENSRNA050013672	ENSRNA050013672	Gene Expression
EPlORYSAT000373608	EPlORYSAT000373608	Gene Expression
EPlORYSAT000373611	EPlORYSAT000373611	Gene Expression
EPlORYSAT000373619	EPlORYSAT000373619	Gene Expression
EPlORYSAT000373629	EPlORYSAT000373629	Gene Expression
EPlORYSAT000373635	EPlORYSAT000373635	Gene Expression
EPlORYSAT000373647	EPlORYSAT000373647	Gene Expression
EPlORYSAT000373650	EPlORYSAT000373650	Gene Expression
EPlORYSAT000373784	EPlORYSAT000373784	Gene Expression
EPlORYSAT000373790	EPlORYSAT000373790	Gene Expression
EPlORYSAT000373805	EPlORYSAT000373805	Gene Expression
EPlORYSAT000373811	EPlORYSAT000373811	Gene Expression
EPlORYSAT000373812	EPlORYSAT000373812	Gene Expression
EPlORYSAT000373820	EPlORYSAT000373820	Gene Expression
EPlORYSAT000373834	EPlORYSAT000373834	Gene Expression
EPlORYSAT000373839	EPlORYSAT000373839	Gene Expression
EPlORYSAT000373845	EPlORYSAT000373845	Gene Expression
EPlORYSAT000373846	EPlORYSAT000373846	Gene Expression
EPlORYSAT000373849	EPlORYSAT000373849	Gene Expression
EPlORYSAT000373852	EPlORYSAT000373852	Gene Expression
EPlORYSAT000373869	EPlORYSAT000373869	Gene Expression
EPlORYSAT000373872	EPlORYSAT000373872	Gene Expression
gene-atp1	gene-atp1	Gene Expression
gene-atp6	gene-atp6	Gene Expression
gene-atp9	gene-atp9	Gene Expression
gene-atpH	gene-atpH	Gene Expression
gene-ccmB	gene-ccmB	Gene Expression
gene-ccmC	gene-ccmC	Gene Expression
gene-ccmFc	gene-ccmFc	Gene Expression
gene-ccmFn	gene-ccmFn	Gene Expression
gene-cob	gene-cob	Gene Expression
gene-cox1	gene-cox1	Gene Expression
gene-cox2	gene-cox2	Gene Expression
gene-cox3	gene-cox3	Gene Expression
gene-mat-r	gene-mat-r	Gene Expression
gene-nad4	gene-nad4	Gene Expression
gene-nad4L	gene-nad4L	Gene Expression
gene-nad6	gene-nad6	Gene Expression
gene-nad7	gene-nad7	Gene Expression
gene-nad9	gene-nad9	Gene Expression
gene-ndhD	gene-ndhD	Gene Expression
gene-ndhF	gene-ndhF	Gene Expression
gene-orf153	gene-orf153	Gene Expression
gene-orf160	gene-orf160	Gene Expression
gene-orf162	gene-orf162	Gene Expression
gene-orf165	gene-orf165	Gene Expression
gene-orf183	gene-orf183	Gene Expression
gene-orf224	gene-orf224	Gene Expression
gene-orf241	gene-orf241	Gene Expression
gene-orf25	gene-orf25	Gene Expression
gene-orf284	gene-orf284	Gene Expression
gene-orf288	gene-orf288	Gene Expression
gene-orfB	gene-orfB	Gene Expression
gene-orfX	gene-orfX	Gene Expression
gene-psaA	gene-psaA	Gene Expression
gene-psaB	gene-psaB	Gene Expression
gene-psaC	gene-psaC	Gene Expression
gene-psbA	gene-psbA	Gene Expression
gene-psbC	gene-psbC	Gene Expression
gene-psbD	gene-psbD	Gene Expression
gene-rpl2-2	gene-rpl2-2	Gene Expression
gene-rpl23	gene-rpl23	Gene Expression
gene-rpl5	gene-rpl5	Gene Expression
gene-rpoB	gene-rpoB	Gene Expression
gene-rpoC2	gene-rpoC2	Gene Expression
gene-rps1	gene-rps1	Gene Expression
gene-rps13	gene-rps13	Gene Expression
gene-rps19	gene-rps19	Gene Expression
gene-rps19-2	gene-rps19-2	Gene Expression
gene-rps2	gene-rps2	Gene Expression
gene-rps2-2	gene-rps2-2	Gene Expression
gene-rps3	gene-rps3	Gene Expression
gene-rps4	gene-rps4	Gene Expression
gene-rps7	gene-rps7	Gene Expression
gene-rps7-3	gene-rps7-3	Gene Expression
gene-rps8	gene-rps8	Gene Expression
Os01g0100100	Os01g0100100	Gene Expression
Os01g0100400	Os01g0100400	Gene Expression
Os01g0100500	Os01g0100500	Gene Expression
Os01g0100600	Os01g0100600	Gene Expression
Os01g0100700	Os01g0100700	Gene Expression
Os01g0100800	Os01g0100800	Gene Expression
Os01g0100900	Os01g0100900	Gene Expression
Os01g0101200	Os01g0101200	Gene Expression
Os01g0101300	Os01g0101300	Gene Expression
Os01g0101600	Os01g0101600	Gene Expression
Os01g0101700	Os01g0101700	Gene Expression
Os01g0101800	Os01g0101800	Gene Expression
Os01g0101900	Os01g0101900	Gene Expression
Os01g0102000	Os01g0102000	Gene Expression
Os01g0102300	Os01g0102300	Gene Expression
Os01g0102500	Os01g0102500	Gene Expression
Os01g0102600	Os01g0102600	Gene Expression
Os01g0102700	Os01g0102700	Gene Expression
Os01g0102800	Os01g0102800	Gene Expression
Os01g0102850	Os01g0102850	Gene Expression
Os01g0102900	Os01g0102900	Gene Expression
Os01g0103000	Os01g0103000	Gene Expression
Os01g0103400	Os01g0103400	Gene Expression
Os01g0103600	Os01g0103600	Gene Expression
Os01g0103700	Os01g0103700	Gene Expression
Os01g0103800	Os01g0103800	Gene Expression
Os01g0104000	Os01g0104000	Gene Expression
Os01g0104100	Os01g0104100	Gene Expression
Os01g0104350	Os01g0104350	Gene Expression
Os01g0104400	Os01g0104400	Gene Expression
Os01g0104600	Os01g0104600	Gene Expression
Os01g0104800	Os01g0104800	Gene Expression
Os01g0104900	Os01g0104900	Gene Expression
Os01g0105300	Os01g0105300	Gene Expression
Os01g0105400	Os01g0105400	Gene Expression
Os01g0105700	Os01g0105700	Gene Expression
Os01g0105800	Os01g0105800	Gene Expression
Os01g0105900	Os01g0105900	Gene Expression
Os01g0106200	Os01g0106200	Gene Expression
Os01g0106500	Os01g0106500	Gene Expression
Os01g0106700	Os01g0106700	Gene Expression
Os01g0106750	Os01g0106750	Gene Expression
Os01g0106800	Os01g0106800	Gene Expression
Os01g0106900	Os01g0106900	Gene Expression
Os01g0107000	Os01g0107000	Gene Expression
Os01g0107400	Os01g0107400	Gene Expression
Os01g0107700	Os01g0107700	Gene Expression
Os01g0107900	Os01g0107900	Gene Expression
Os01g0108000	Os01g0108000	Gene Expression
Os01g0108200	Os01g0108200	Gene Expression
Os01g0108600	Os01g0108600	Gene Expression
Os01g0109000	Os01g0109000	Gene Expression
Os01g0109201	Os01g0109201	Gene Expression
Os01g0109500	Os01g0109500	Gene Expression
Os01g0109700	Os01g0109700	Gene Expression
Os01g0109750	Os01g0109750	Gene Expression
Os01g0110400	Os01g0110400	Gene Expression
Os01g0110500	Os01g0110500	Gene Expression
Os01g0110600	Os01g0110600	Gene Expression
Os01g0110700	Os01g0110700	Gene Expression
Os01g0110800	Os01g0110800	Gene Expression
Os01g0111200	Os01g0111200	Gene Expression
Os01g0111400	Os01g0111400	Gene Expression
Os01g0111600	Os01g0111600	Gene Expression
Os01g0111700	Os01g0111700	Gene Expression
Os01g0111800	Os01g0111800	Gene Expression
Os01g0111900	Os01g0111900	Gene Expression
Os01g0112000	Os01g0112000	Gene Expression
Os01g0112050	Os01g0112050	Gene Expression
Os01g0112100	Os01g0112100	Gene Expression
Os01g0112201	Os01g0112201	Gene Expression
Os01g0112300	Os01g0112300	Gene Expression
Os01g0112500	Os01g0112500	Gene Expression
Os01g0112600	Os01g0112600	Gene Expression
Os01g0113200	Os01g0113200	Gene Expression
Os01g0113300	Os01g0113300	Gene Expression
Os01g0113325	Os01g0113325	Gene Expression
Os01g0113400	Os01g0113400	Gene Expression
Os01g0113500	Os01g0113500	Gene Expression
Os01g0113600	Os01g0113600	Gene Expression
Os01g0113650	Os01g0113650	Gene Expression
Os01g0113700	Os01g0113700	Gene Expression
Os01g0113750	Os01g0113750	Gene Expression
Os01g0113800	Os01g0113800	Gene Expression
Os01g0114000	Os01g0114000	Gene Expression
Os01g0114100	Os01g0114100	Gene Expression
Os01g0114150	Os01g0114150	Gene Expression
Os01g0114200	Os01g0114200	Gene Expression
Os01g0114300	Os01g0114300	Gene Expression
Os01g0114550	Os01g0114550	Gene Expression
Os01g0115100	Os01g0115100	Gene Expression
Os01g0115300	Os01g0115300	Gene Expression
Os01g0116300	Os01g0116300	Gene Expression
Os01g0116600	Os01g0116600	Gene Expression
Os01g0116900	Os01g0116900	Gene Expression
Os01g0117050	Os01g0117050	Gene Expression
Os01g0117100	Os01g0117100	Gene Expression
Os01g0117600	Os01g0117600	Gene Expression
Os01g0117700	Os01g0117700	Gene Expression
Os01g0117900	Os01g0117900	Gene Expression
Os01g0118000	Os01g0118000	Gene Expression
Os01g0118066	Os01g0118066	Gene Expression
Os01g0118100	Os01g0118100	Gene Expression
Os01g0118300	Os01g0118300	Gene Expression
Os01g0118350	Os01g0118350	Gene Expression
Os01g0118400	Os01g0118400	Gene Expression
Os01g0118600	Os01g0118600	Gene Expression
Os01g0118700	Os01g0118700	Gene Expression
Os01g0119000	Os01g0119000	Gene Expression
Os01g0119050	Os01g0119050	Gene Expression
Os01g0119100	Os01g0119100	Gene Expression
Os01g0119500	Os01g0119500	Gene Expression
Os01g0119800	Os01g0119800	Gene Expression
Os01g0120300	Os01g0120300	Gene Expression
Os01g0120400	Os01g0120400	Gene Expression
Os01g0120500	Os01g0120500	Gene Expression
Os01g0120600	Os01g0120600	Gene Expression
Os01g0120700	Os01g0120700	Gene Expression
Os01g0120800	Os01g0120800	Gene Expression
Os01g0121000	Os01g0121000	Gene Expression
Os01g0121100	Os01g0121100	Gene Expression
Os01g0121200	Os01g0121200	Gene Expression
Os01g0121300	Os01g0121300	Gene Expression
Os01g0121400	Os01g0121400	Gene Expression
Os01g0121500	Os01g0121500	Gene Expression
Os01g0121600	Os01g0121600	Gene Expression
Os01g0121700	Os01g0121700	Gene Expression
Os01g0121800	Os01g0121800	Gene Expression
Os01g0121900	Os01g0121900	Gene Expression
Os01g0122000	Os01g0122000	Gene Expression
Os01g0124100	Os01g0124100	Gene Expression
Os01g0124200	Os01g0124200	Gene Expression
Os01g0124401	Os01g0124401	Gene Expression
Os01g0124650	Os01g0124650	Gene Expression
Os01g0125600	Os01g0125600	Gene Expression
Os01g0125700	Os01g0125700	Gene Expression
Os01g0125800	Os01g0125800	Gene Expression
Os01g0125850	Os01g0125850	Gene Expression
Os01g0125900	Os01g0125900	Gene Expression
Os01g0126200	Os01g0126200	Gene Expression
Os01g0126401	Os01g0126401	Gene Expression
Os01g0126600	Os01g0126600	Gene Expression
Os01g0126900	Os01g0126900	Gene Expression
Os01g0127000	Os01g0127000	Gene Expression
Os01g0127300	Os01g0127300	Gene Expression
Os01g0127400	Os01g0127400	Gene Expression
Os01g0127600	Os01g0127600	Gene Expression
Os01g0127700	Os01g0127700	Gene Expression
Os01g0127900	Os01g0127900	Gene Expression
Os01g0128000	Os01g0128000	Gene Expression
Os01g0128100	Os01g0128100	Gene Expression
Os01g0128200	Os01g0128200	Gene Expression
Os01g0128300	Os01g0128300	Gene Expression
Os01g0128400	Os01g0128400	Gene Expression
Os01g0128700	Os01g0128700	Gene Expression
Os01g0128800	Os01g0128800	Gene Expression
Os01g0129200	Os01g0129200	Gene Expression
Os01g0129500	Os01g0129500	Gene Expression
Os01g0129800	Os01g0129800	Gene Expression
Os01g0130000	Os01g0130000	Gene Expression
Os01g0130100	Os01g0130100	Gene Expression
Os01g0130200	Os01g0130200	Gene Expression
Os01g0130400	Os01g0130400	Gene Expression
Os01g0130500	Os01g0130500	Gene Expression
Os01g0130900	Os01g0130900	Gene Expression
Os01g0131300	Os01g0131300	Gene Expression
Os01g0131450	Os01g0131450	Gene Expression
Os01g0131600	Os01g0131600	Gene Expression
Os01g0131800	Os01g0131800	Gene Expression
Os01g0131900	Os01g0131900	Gene Expression
Os01g0132000	Os01g0132000	Gene Expression
Os01g0132050	Os01g0132050	Gene Expression
Os01g0132500	Os01g0132500	Gene Expression
Os01g0132700	Os01g0132700	Gene Expression
Os01g0132800	Os01g0132800	Gene Expression
Os01g0133100	Os01g0133100	Gene Expression
Os01g0133200	Os01g0133200	Gene Expression
Os01g0133400	Os01g0133400	Gene Expression
Os01g0133500	Os01g0133500	Gene Expression
Os01g0133700	Os01g0133700	Gene Expression
Os01g0133799	Os01g0133799	Gene Expression
Os01g0133866	Os01g0133866	Gene Expression
Os01g0133900	Os01g0133900	Gene Expression
Os01g0134200	Os01g0134200	Gene Expression
Os01g0134500	Os01g0134500	Gene Expression
Os01g0134700	Os01g0134700	Gene Expression
Os01g0134900	Os01g0134900	Gene Expression
Os01g0135700	Os01g0135700	Gene Expression
Os01g0135800	Os01g0135800	Gene Expression
Os01g0135900	Os01g0135900	Gene Expression
Os01g0136000	Os01g0136000	Gene Expression
Os01g0136100	Os01g0136100	Gene Expression
Os01g0136200	Os01g0136200	Gene Expression
Os01g0136300	Os01g0136300	Gene Expression
Os01g0136400	Os01g0136400	Gene Expression
Os01g0136450	Os01g0136450	Gene Expression
Os01g0136500	Os01g0136500	Gene Expression
Os01g0136502	Os01g0136502	Gene Expression
Os01g0136600	Os01g0136600	Gene Expression
Os01g0136800	Os01g0136800	Gene Expression
Os01g0136900	Os01g0136900	Gene Expression
Os01g0137150	Os01g0137150	Gene Expression
Os01g0137200	Os01g0137200	Gene Expression
Os01g0137300	Os01g0137300	Gene Expression
Os01g0137400	Os01g0137400	Gene Expression
Os01g0137500	Os01g0137500	Gene Expression
Os01g0137550	Os01g0137550	Gene Expression
Os01g0137700	Os01g0137700	Gene Expression
Os01g0137800	Os01g0137800	Gene Expression
Os01g0137875	Os01g0137875	Gene Expression
Os01g0137950	Os01g0137950	Gene Expression
Os01g0138100	Os01g0138100	Gene Expression
Os01g0138232	Os01g0138232	Gene Expression
Os01g0138300	Os01g0138300	Gene Expression
Os01g0138400	Os01g0138400	Gene Expression
Os01g0138500	Os01g0138500	Gene Expression
Os01g0138600	Os01g0138600	Gene Expression
Os01g0138800	Os01g0138800	Gene Expression
Os01g0138900	Os01g0138900	Gene Expression
Os01g0139200	Os01g0139200	Gene Expression
Os01g0139600	Os01g0139600	Gene Expression
Os01g0139700	Os01g0139700	Gene Expression
Os01g0139900	Os01g0139900	Gene Expression
Os01g0140100	Os01g0140100	Gene Expression
Os01g0140400	Os01g0140400	Gene Expression
Os01g0140500	Os01g0140500	Gene Expression
Os01g0141000	Os01g0141000	Gene Expression
Os01g0141100	Os01g0141100	Gene Expression
Os01g0141150	Os01g0141150	Gene Expression
Os01g0141600	Os01g0141600	Gene Expression
Os01g0141700	Os01g0141700	Gene Expression
Os01g0141900	Os01g0141900	Gene Expression
Os01g0142100	Os01g0142100	Gene Expression
Os01g0142200	Os01g0142200	Gene Expression
Os01g0142300	Os01g0142300	Gene Expression
Os01g0142500	Os01g0142500	Gene Expression
Os01g0142600	Os01g0142600	Gene Expression
Os01g0142800	Os01g0142800	Gene Expression
Os01g0143100	Os01g0143100	Gene Expression
Os01g0143300	Os01g0143300	Gene Expression
Os01g0143350	Os01g0143350	Gene Expression
Os01g0143800	Os01g0143800	Gene Expression
Os01g0143900	Os01g0143900	Gene Expression
Os01g0144000	Os01g0144000	Gene Expression
Os01g0144100	Os01g0144100	Gene Expression
Os01g0144200	Os01g0144200	Gene Expression
Os01g0144300	Os01g0144300	Gene Expression
Os01g0144340	Os01g0144340	Gene Expression
Os01g0144380	Os01g0144380	Gene Expression
Os01g0144600	Os01g0144600	Gene Expression
Os01g0144700	Os01g0144700	Gene Expression
Os01g0144800	Os01g0144800	Gene Expression
Os01g0144900	Os01g0144900	Gene Expression
Os01g0145000	Os01g0145000	Gene Expression
Os01g0145200	Os01g0145200	Gene Expression
Os01g0145600	Os01g0145600	Gene Expression
Os01g0146101	Os01g0146101	Gene Expression
Os01g0146801	Os01g0146801	Gene Expression
Os01g0147200	Os01g0147200	Gene Expression
Os01g0147250	Os01g0147250	Gene Expression
Os01g0147300	Os01g0147300	Gene Expression
Os01g0147400	Os01g0147400	Gene Expression
Os01g0147600	Os01g0147600	Gene Expression
Os01g0147700	Os01g0147700	Gene Expression
Os01g0147800	Os01g0147800	Gene Expression
Os01g0147900	Os01g0147900	Gene Expression
Os01g0147950	Os01g0147950	Gene Expression
Os01g0148000	Os01g0148000	Gene Expression
Os01g0148050	Os01g0148050	Gene Expression
Os01g0148100	Os01g0148100	Gene Expression
Os01g0148400	Os01g0148400	Gene Expression
Os01g0148500	Os01g0148500	Gene Expression
Os01g0148700	Os01g0148700	Gene Expression
Os01g0149200	Os01g0149200	Gene Expression
